"Date","Price","Open","High","Low","Vol.","Change %"
"03-07-2018","9,149.40","9,113.85","9,156.35","9,078.80","939.10M","0.44%"
"02-07-2018","9,109.00","9,185.20","9,186.55","9,060.60","1.15B","-0.58%"
"29-06-2018","9,162.45","9,065.90","9,167.50","9,065.55","1.19B","1.39%"
"28-06-2018","9,036.95","9,119.85","9,125.60","9,018.05","1.69B","-1.01%"
"27-06-2018","9,129.25","9,246.50","9,246.50","9,110.25","1.22B","-1.11%"
"26-06-2018","9,231.80","9,217.05","9,261.70","9,209.85","1.04B","-0.03%"
"25-06-2018","9,234.40","9,297.65","9,310.50","9,225.35","929.77M","-0.67%"
"22-06-2018","9,296.65","9,241.15","9,307.25","9,204.05","940.32M","0.61%"
"21-06-2018","9,240.25","9,305.05","9,307.00","9,229.80","938.20M","-0.39%"
"20-06-2018","9,276.40","9,255.00","9,286.65","9,239.05","1.02B","0.45%"
"19-06-2018","9,234.50","9,305.40","9,305.40","9,225.75","1.15B","-0.90%"
"18-06-2018","9,318.55","9,350.65","9,354.05","9,311.35","910.42M","-0.27%"
"15-06-2018","9,343.70","9,358.35","9,376.65","9,303.25","1.21B","-0.14%"
"14-06-2018","9,356.65","9,372.30","9,372.55","9,322.50","976.72M","-0.32%"
"13-06-2018","9,386.40","9,421.00","9,423.20","9,382.55","1.13B","0.00%"
"12-06-2018","9,386.45","9,355.65","9,394.90","9,338.30","1.05B","0.58%"
"11-06-2018","9,332.40","9,334.45","9,386.15","9,324.30","1.06B","0.17%"
"08-06-2018","9,316.25","9,275.20","9,324.70","9,254.30","1.10B","0.17%"
"07-06-2018","9,300.10","9,244.70","9,327.85","9,243.70","1.30B","1.02%"
"06-06-2018","9,205.90","9,114.20","9,214.30","9,096.00","1.33B","1.05%"
"05-06-2018","9,110.50","9,176.65","9,178.30","9,072.65","1.30B","-0.71%"
"04-06-2018","9,175.90","9,308.30","9,310.90","9,167.95","1.07B","-0.86%"
"01-06-2018","9,255.10","9,317.80","9,334.70","9,245.55","1.47B","-0.65%"
"31-05-2018","9,315.35","9,299.40","9,333.65","9,249.20","2.40B","0.65%"
"30-05-2018","9,255.00","9,220.80","9,283.55","9,209.85","1.38B","-0.17%"
"29-05-2018","9,270.60","9,309.95","9,337.25","9,250.50","1.25B","-0.40%"
"28-05-2018","9,307.55","9,256.80","9,320.10","9,251.80","1.20B","1.00%"
"25-05-2018","9,215.55","9,135.05","9,230.70","9,126.60","1.18B","1.10%"
"24-05-2018","9,115.55","9,098.75","9,130.95","9,046.70","1.17B","0.50%"
"23-05-2018","9,069.80","9,136.65","9,151.80","9,059.35","1.18B","-0.83%"
"22-05-2018","9,145.65","9,110.65","9,152.25","9,080.35","1.44B","0.41%"
"21-05-2018","9,108.70","9,221.10","9,224.95","9,099.85","1.44B","-1.09%"
"18-05-2018","9,209.20","9,298.95","9,300.55","9,200.30","1.90B","-1.02%"
"17-05-2018","9,304.45","9,359.15","9,360.15","9,290.30","1.77B","-0.26%"
"16-05-2018","9,328.70","9,324.70","9,365.00","9,275.60","1.39B","-0.40%"
"15-05-2018","9,365.90","9,391.10","9,490.80","9,341.20","1.32B","-0.26%"
"14-05-2018","9,389.95","9,425.25","9,432.40","9,371.45","1.13B","-0.28%"
"11-05-2018","9,416.35","9,385.80","9,421.35","9,356.00","1.11B","0.59%"
"10-05-2018","9,360.95","9,444.65","9,448.50","9,351.50","1.19B","-0.62%"
"09-05-2018","9,418.90","9,401.20","9,443.15","9,399.45","1.02B","-0.01%"
"08-05-2018","9,419.85","9,451.90","9,452.45","9,396.75","1.27B","0.01%"
"07-05-2018","9,418.80","9,371.70","9,424.40","9,353.30","1.04B","0.85%"
"04-05-2018","9,339.75","9,402.50","9,402.50","9,327.30","1.22B","-0.52%"
"03-05-2018","9,388.65","9,442.10","9,442.20","9,355.05","1.25B","-0.59%"
"02-05-2018","9,444.50","9,531.60","9,531.65","9,416.50","1.29B","-0.55%"
"30-04-2018","9,496.50","9,464.00","9,503.60","9,463.20","1.03B","0.56%"
"27-04-2018","9,443.65","9,412.95","9,467.05","9,410.45","1.13B","0.66%"
"26-04-2018","9,381.35","9,368.75","9,388.85","9,339.65","1.49B","0.34%"
"25-04-2018","9,349.95","9,387.45","9,393.50","9,323.40","1.20B","-0.43%"
"24-04-2018","9,390.40","9,375.95","9,403.40","9,359.05","1.21B","0.18%"
"23-04-2018","9,373.40","9,366.80","9,410.90","9,324.00","928.30M","0.28%"
"20-04-2018","9,347.65","9,349.20","9,359.10","9,315.15","1.08B","-0.09%"
"19-04-2018","9,356.40","9,345.65","9,360.80","9,328.50","1.15B","0.48%"
"18-04-2018","9,311.60","9,359.10","9,366.75","9,295.75","1.10B","-0.20%"
"17-04-2018","9,330.30","9,339.40","9,340.50","9,287.60","970.11M","0.20%"
"16-04-2018","9,311.30","9,205.05","9,317.85","9,202.80","992.25M","0.47%"
"13-04-2018","9,267.65","9,276.65","9,304.10","9,240.70","1.02B","0.22%"
"12-04-2018","9,247.25","9,226.45","9,263.35","9,210.25","1.10B","0.18%"
"11-04-2018","9,230.85","9,242.30","9,242.30","9,179.85","1.15B","0.13%"
"10-04-2018","9,219.15","9,237.80","9,246.45","9,199.20","1.12B","0.15%"
"09-04-2018","9,205.20","9,179.20","9,223.35","9,175.90","1.06B","0.36%"
"06-04-2018","9,172.05","9,148.45","9,183.45","9,116.55","1.34B","0.28%"
"05-04-2018","9,146.15","9,069.05","9,150.85","9,068.40","1.30B","1.90%"
"04-04-2018","8,975.60","9,105.50","9,120.10","8,962.45","1.47B","-1.09%"
"03-04-2018","9,074.85","9,004.90","9,082.05","8,997.70","1.22B","0.57%"
"02-04-2018","9,023.60","8,949.45","9,030.70","8,933.45","1.01B","1.25%"
"28-03-2018","8,912.10","8,940.20","8,953.90","8,899.00","1.59B","-0.74%"
"27-03-2018","8,978.10","8,968.35","8,995.35","8,938.90","1.20B","0.72%"
"26-03-2018","8,914.35","8,795.05","8,923.05","8,765.85","1.36B","1.29%"
"23-03-2018","8,800.80","8,765.65","8,815.55","8,744.50","1.40B","-1.16%"
"22-03-2018","8,904.00","8,961.95","8,991.70","8,897.30","1.20B","-0.50%"
"21-03-2018","8,949.10","8,970.85","9,015.65","8,929.65","1.18B","0.32%"
"20-03-2018","8,920.45","8,854.00","8,945.35","8,847.80","1.23B","0.30%"
"19-03-2018","8,894.20","9,026.40","9,032.30","8,879.30","1.23B","-1.22%"
"16-03-2018","9,004.45","9,127.80","9,128.50","8,991.85","1.78B","-1.42%"
"15-03-2018","9,133.90","9,151.35","9,177.95","9,122.65","1.38B","-0.19%"
"14-03-2018","9,151.55","9,126.90","9,158.20","9,091.45","1.30B","-0.07%"
"13-03-2018","9,157.90","9,102.70","9,194.35","9,096.20","1.54B","0.40%"
"12-03-2018","9,121.75","9,053.70","9,130.40","9,034.25","1.27B","1.51%"
"09-03-2018","8,986.40","9,032.55","9,051.40","8,972.50","1.15B","-0.16%"
"08-03-2018","9,000.70","8,992.40","9,021.65","8,898.90","1.40B","0.71%"
"07-03-2018","8,936.85","9,025.10","9,029.95","8,924.70","1.46B","-1.14%"
"06-03-2018","9,039.80","9,191.45","9,214.45","9,013.45","1.19B","-1.05%"
"05-03-2018","9,136.10","9,202.10","9,202.20","9,104.15","1.14B","-0.97%"
"01-03-2018","9,225.35","9,254.40","9,297.40","9,215.80","1.03B","-0.39%"
"28-02-2018","9,261.90","9,244.50","9,290.20","9,213.85","1.40B","-0.43%"
"27-02-2018","9,302.25","9,360.90","9,374.90","9,289.25","1.16B","-0.33%"
"26-02-2018","9,332.65","9,291.05","9,338.20","9,280.80","1.21B","0.88%"
"23-02-2018","9,251.35","9,165.45","9,257.50","9,157.10","1.22B","1.23%"
"22-02-2018","9,138.50","9,133.90","9,160.60","9,119.30","1.34B","-0.32%"
"21-02-2018","9,167.60","9,205.10","9,205.40","9,129.35","988.13M","0.18%"
"20-02-2018","9,151.05","9,171.20","9,207.35","9,135.70","1.06B","-0.10%"
"19-02-2018","9,159.95","9,265.00","9,265.25","9,091.75","1.20B","-0.82%"
"16-02-2018","9,235.60","9,369.25","9,386.00","9,212.20","1.14B","-0.94%"
"15-02-2018","9,323.60","9,360.45","9,399.40","9,293.35","1.26B","-0.03%"
"14-02-2018","9,326.70","9,397.80","9,399.80","9,292.85","1.40B","-0.23%"
"12-02-2018","9,348.45","9,314.30","9,362.30","9,296.60","1.23B","1.05%"
"09-02-2018","9,251.10","9,167.00","9,272.05","9,155.00","1.26B","-0.77%"
"08-02-2018","9,322.60","9,246.05","9,365.75","9,220.35","1.24B","1.26%"
"07-02-2018","9,206.35","9,300.15","9,306.80","9,181.70","1.25B","0.17%"
"06-02-2018","9,190.55","8,985.80","9,265.90","8,968.50","1.56B","-1.65%"
"05-02-2018","9,344.40","9,254.55","9,367.55","9,221.05","1.48B","-0.70%"
"02-02-2018","9,409.80","9,606.10","9,611.35","9,392.90","1.89B","-2.86%"
"01-02-2018","9,687.05","9,717.30","9,764.35","9,551.55","1.44B","-0.11%"
"31-01-2018","9,697.90","9,716.70","9,746.05","9,648.15","1.26B","-0.46%"
"30-01-2018","9,743.05","9,809.95","9,810.00","9,729.15","1.37B","-0.78%"
"29-01-2018","9,819.45","9,829.00","9,868.40","9,806.05","1.15B","0.10%"
"25-01-2018","9,810.00","9,866.85","9,866.85","9,780.35","1.64B","-0.45%"
"24-01-2018","9,853.90","9,865.70","9,895.00","9,825.25","1.37B","-0.24%"
"23-01-2018","9,877.20","9,816.40","9,885.25","9,814.65","1.51B","0.92%"
"22-01-2018","9,787.30","9,721.45","9,793.40","9,710.95","1.27B","0.66%"
"19-01-2018","9,723.10","9,658.40","9,733.50","9,625.10","1.31B","0.79%"
"18-01-2018","9,646.80","9,761.10","9,769.80","9,605.40","1.77B","-0.41%"
"17-01-2018","9,686.60","9,612.10","9,696.40","9,536.20","1.74B","0.77%"
"16-01-2018","9,612.60","9,720.10","9,720.35","9,598.05","1.66B","-0.90%"
"15-01-2018","9,699.85","9,700.95","9,743.65","9,690.90","1.34B","0.36%"
"12-01-2018","9,665.20","9,681.85","9,689.75","9,583.20","1.65B","0.15%"
"11-01-2018","9,650.30","9,635.90","9,669.30","9,614.65","1.39B","0.20%"
"10-01-2018","9,630.60","9,655.75","9,658.80","9,593.50","1.56B","-0.11%"
"09-01-2018","9,640.75","9,661.10","9,669.45","9,607.70","1.59B","0.02%"
"08-01-2018","9,639.25","9,608.15","9,645.75","9,606.50","1.58B","0.69%"
"05-01-2018","9,573.45","9,536.75","9,577.30","9,529.95","2.01B","0.71%"
"04-01-2018","9,505.75","9,468.10","9,511.85","9,441.90","1.88B","0.70%"
"03-01-2018","9,439.35","9,455.55","9,483.35","9,424.10","1.58B","0.23%"
"02-01-2018","9,417.85","9,474.10","9,487.80","9,377.30","2.06B","-0.18%"
"01-01-2018","9,434.50","9,500.20","9,518.90","9,421.70","2.17B","-0.59%"
"29-12-2017","9,490.65","9,456.80","9,496.40","9,454.65","2.60B","0.58%"
"28-12-2017","9,435.85","9,450.25","9,481.10","9,425.80","2.44B","-0.03%"
"27-12-2017","9,438.25","9,478.15","9,493.85","9,413.25","1.97B","-0.34%"
"26-12-2017","9,470.35","9,452.00","9,477.40","9,427.90","1.57B","0.41%"
"22-12-2017","9,431.50","9,408.75","9,440.20","9,402.25","1.39B","0.47%"
"21-12-2017","9,387.75","9,391.30","9,399.75","9,364.30","1.85B","0.26%"
"20-12-2017","9,363.45","9,386.65","9,398.95","9,351.00","1.47B","0.03%"
"19-12-2017","9,360.45","9,300.85","9,367.05","9,297.75","992.14M","0.97%"
"18-12-2017","9,270.85","9,162.55","9,318.65","9,000.40","1.13B","0.59%"
"15-12-2017","9,216.75","9,217.80","9,242.85","9,207.60","989.84M","0.91%"
"14-12-2017","9,133.65","9,135.25","9,150.25","9,043.85","883.77M","0.35%"
"13-12-2017","9,101.80","9,155.85","9,197.55","9,078.80","1.06B","-0.60%"
"12-12-2017","9,156.50","9,237.15","9,237.60","9,149.35","903.76M","-0.82%"
"11-12-2017","9,231.90","9,232.25","9,241.15","9,205.20","960.85M","0.45%"
"08-12-2017","9,190.55","9,136.60","9,197.05","9,135.40","1.25B","0.96%"
"07-12-2017","9,103.05","9,005.75","9,114.40","9,005.55","933.06M","1.27%"
"06-12-2017","8,988.55","9,034.85","9,050.95","8,981.95","889.92M","-0.75%"
"05-12-2017","9,056.60","9,052.45","9,074.95","8,995.00","882.29M","-0.03%"
"04-12-2017","9,059.35","9,106.70","9,110.85","9,023.60","857.21M","-0.01%"
"01-12-2017","9,060.40","9,191.45","9,209.15","9,046.70","1.04B","-1.03%"
"30-11-2017","9,154.50","9,220.35","9,220.35","9,143.40","1.64B","-0.98%"
"29-11-2017","9,244.70","9,265.50","9,280.65","9,231.65","1.02B","-0.10%"
"28-11-2017","9,254.30","9,266.30","9,286.85","9,234.80","1.18B","-0.14%"
"27-11-2017","9,267.50","9,228.20","9,272.85","9,212.95","1.06B","0.23%"
"24-11-2017","9,246.05","9,226.75","9,254.50","9,221.00","1.03B","0.42%"
"23-11-2017","9,207.40","9,212.35","9,226.75","9,164.30","1.03B","0.13%"
"22-11-2017","9,195.70","9,210.85","9,219.95","9,161.75","1.13B","0.11%"
"21-11-2017","9,185.40","9,192.05","9,215.85","9,166.40","1.24B","0.26%"
"20-11-2017","9,161.90","9,143.50","9,169.95","9,122.35","1.06B","0.27%"
"17-11-2017","9,137.10","9,161.80","9,185.50","9,125.15","1.21B","0.80%"
"16-11-2017","9,065.00","9,005.10","9,078.60","8,993.90","1.22B","1.02%"
"15-11-2017","8,973.75","9,039.85","9,043.15","8,949.00","1.22B","-0.86%"
"14-11-2017","9,051.50","9,085.70","9,106.95","9,042.00","1.22B","-0.34%"
"13-11-2017","9,082.45","9,163.05","9,171.15","9,075.80","1.33B","-0.79%"
"10-11-2017","9,154.95","9,144.75","9,178.40","9,100.35","1.25B","0.08%"
"09-11-2017","9,147.30","9,169.65","9,183.20","9,087.20","1.13B","0.33%"
"08-11-2017","9,117.55","9,183.90","9,201.20","9,097.60","1.19B","-0.57%"
"07-11-2017","9,169.55","9,303.15","9,309.65","9,152.65","1.45B","-1.12%"
"06-11-2017","9,273.10","9,254.30","9,305.75","9,242.25","1.25B","0.13%"
"03-11-2017","9,260.65","9,272.10","9,272.15","9,219.70","1.41B","0.25%"
"02-11-2017","9,237.75","9,243.30","9,264.10","9,217.60","1.27B","0.03%"
"01-11-2017","9,234.85","9,203.95","9,249.15","9,201.05","1.46B","0.89%"
"31-10-2017","9,153.60","9,173.95","9,175.50","9,130.95","1.37B","-0.13%"
"30-10-2017","9,165.10","9,137.55","9,177.20","9,132.15","1.19B","0.67%"
"27-10-2017","9,104.45","9,128.85","9,136.45","9,094.50","1.36B","-0.03%"
"26-10-2017","9,106.75","9,067.20","9,115.15","9,047.40","2.04B","0.46%"
"25-10-2017","9,065.15","9,089.50","9,103.00","9,017.80","2.29B","0.79%"
"24-10-2017","8,993.80","9,002.70","9,017.90","8,973.70","1.06B","0.23%"
"23-10-2017","8,972.90","8,961.95","8,998.20","8,922.75","1.02B","0.39%"
"19-10-2017","8,937.65","8,992.95","8,994.80","8,915.10","225.14M","-0.52%"
"18-10-2017","8,984.65","8,991.65","9,005.90","8,957.05","928.56M","-0.20%"
"17-10-2017","9,002.35","8,988.75","9,011.10","8,972.80","950.65M","0.19%"
"16-10-2017","8,985.25","8,974.25","9,000.10","8,937.65","980.77M","0.54%"
"13-10-2017","8,937.20","8,916.65","8,954.65","8,913.95","1.07B","0.53%"
"12-10-2017","8,890.05","8,818.60","8,895.70","8,784.65","956.78M","1.11%"
"11-10-2017","8,792.40","8,865.75","8,886.80","8,760.65","1.16B","-0.50%"
"10-10-2017","8,836.40","8,823.45","8,848.60","8,816.55","1.01B","0.43%"
"09-10-2017","8,798.30","8,799.80","8,824.75","8,774.65","1.01B","0.12%"
"06-10-2017","8,787.40","8,729.95","8,793.40","8,729.00","1.01B","0.93%"
"05-10-2017","8,706.45","8,721.75","8,746.15","8,699.75","866.18M","0.00%"
"04-10-2017","8,706.85","8,687.80","8,725.85","8,658.30","848.30M","0.51%"
"03-10-2017","8,662.40","8,689.75","8,691.90","8,640.80","850.20M","0.73%"
"29-09-2017","8,600.00","8,597.80","8,653.50","8,586.50","984.53M","0.50%"
"28-09-2017","8,557.10","8,529.15","8,571.95","8,476.30","1.39B","0.42%"
"27-09-2017","8,520.95","8,700.35","8,700.35","8,502.40","992.82M","-1.54%"
"26-09-2017","8,654.60","8,641.10","8,677.50","8,592.90","949.78M","0.19%"
"25-09-2017","8,638.30","8,737.85","8,738.05","8,574.80","1.15B","-1.14%"
"22-09-2017","8,738.00","8,886.70","8,887.05","8,726.25","1.08B","-1.94%"
"21-09-2017","8,911.20","8,942.00","8,957.55","8,845.90","1.08B","-0.30%"
"20-09-2017","8,938.40","8,970.35","8,976.75","8,932.70","1.10B","-0.15%"
"19-09-2017","8,951.75","8,967.80","8,970.10","8,930.10","1.20B","0.05%"
"18-09-2017","8,946.90","8,932.90","8,963.80","8,931.80","999.08M","0.67%"
"15-09-2017","8,887.60","8,864.00","8,906.80","8,839.25","1.23B","0.03%"
"14-09-2017","8,884.95","8,894.75","8,918.70","8,865.90","1.01B","0.20%"
"13-09-2017","8,866.85","8,900.75","8,928.10","8,853.10","1.18B","-0.27%"
"12-09-2017","8,890.65","8,854.85","8,894.20","8,833.75","1.05B","0.90%"
"11-09-2017","8,810.95","8,789.30","8,830.40","8,782.55","1.01B","0.70%"
"08-09-2017","8,749.95","8,785.70","8,792.05","8,729.95","1.04B","-0.08%"
"07-09-2017","8,757.15","8,766.20","8,785.90","8,747.90","1.03B","0.28%"
"06-09-2017","8,732.40","8,703.30","8,745.70","8,686.95","1.03B","-0.17%"
"05-09-2017","8,747.20","8,723.00","8,754.90","8,698.40","889.16M","0.54%"
"04-09-2017","8,700.35","8,763.75","8,765.80","8,639.90","1.04B","-0.63%"
"01-09-2017","8,755.25","8,717.05","8,763.30","8,700.45","1.06B","0.69%"
"31-08-2017","8,694.95","8,683.40","8,700.50","8,647.75","1.36B","0.37%"
"30-08-2017","8,663.15","8,628.45","8,678.70","8,625.80","950.57M","1.07%"
"29-08-2017","8,571.80","8,648.70","8,648.90","8,561.75","914.94M","-1.13%"
"28-08-2017","8,669.60","8,646.30","8,677.35","8,632.75","863.49M","0.74%"
"24-08-2017","8,605.75","8,610.20","8,622.10","8,586.55","896.33M","0.24%"
"23-08-2017","8,585.00","8,536.65","8,589.40","8,523.05","830.98M","1.01%"
"22-08-2017","8,499.30","8,558.95","8,575.95","8,487.10","947.42M","-0.12%"
"21-08-2017","8,509.40","8,618.50","8,635.40","8,497.25","862.64M","-0.99%"
"18-08-2017","8,594.25","8,607.05","8,607.05","8,541.50","966.62M","-0.57%"
"17-08-2017","8,643.30","8,674.15","8,685.25","8,627.40","1.01B","0.09%"
"16-08-2017","8,635.70","8,575.00","8,640.50","8,526.95","1.06B","1.10%"
"14-08-2017","8,541.50","8,479.45","8,558.70","8,477.50","1.11B","1.35%"
"11-08-2017","8,427.70","8,395.40","8,487.75","8,371.20","1.41B","-0.82%"
"10-08-2017","8,497.75","8,603.70","8,606.90","8,443.10","1.29B","-1.61%"
"09-08-2017","8,637.15","8,709.10","8,711.90","8,620.70","1.22B","-1.03%"
"08-08-2017","8,726.85","8,820.85","8,831.05","8,695.50","1.19B","-0.90%"
"07-08-2017","8,806.45","8,789.85","8,822.40","8,784.15","991.04M","0.34%"
"04-08-2017","8,776.20","8,722.70","8,784.95","8,705.05","1.06B","0.54%"
"03-08-2017","8,729.30","8,788.35","8,788.35","8,715.05","1.22B","-0.65%"
"02-08-2017","8,786.85","8,831.50","8,832.80","8,765.95","1.01B","-0.29%"
"01-08-2017","8,812.60","8,815.25","8,820.75","8,786.05","835.15M","0.22%"
"31-07-2017","8,793.30","8,767.05","8,799.30","8,752.25","1.02B","0.52%"
"28-07-2017","8,747.45","8,715.75","8,755.95","8,691.35","1.28B","0.12%"
"27-07-2017","8,737.10","8,783.30","8,817.35","8,724.70","1.71B","-0.13%"
"26-07-2017","8,748.75","8,727.35","8,753.40","8,717.35","1.58B","0.44%"
"25-07-2017","8,710.60","8,735.20","8,735.85","8,693.30","1.22B","0.09%"
"24-07-2017","8,702.85","8,687.90","8,719.45","8,676.20","1.48B","0.38%"
"21-07-2017","8,669.75","8,663.85","8,678.15","8,602.60","1.41B","0.33%"
"20-07-2017","8,641.60","8,678.05","8,680.35","8,634.30","951.25M","-0.24%"
"19-07-2017","8,662.15","8,617.95","8,665.60","8,616.15","1.12B","0.84%"
"18-07-2017","8,589.80","8,605.40","8,642.35","8,579.95","1.11B","-0.80%"
"17-07-2017","8,659.50","8,659.70","8,668.00","8,637.45","1.08B","0.22%"
"14-07-2017","8,640.70","8,664.30","8,664.30","8,599.50","916.14M","-0.06%"
"13-07-2017","8,646.30","8,620.55","8,649.65","8,619.20","886.92M","0.71%"
"12-07-2017","8,585.50","8,564.30","8,591.65","8,552.25","977.09M","0.48%"
"11-07-2017","8,544.90","8,580.00","8,596.95","8,539.60","1.02B","-0.14%"
"10-07-2017","8,556.95","8,521.15","8,563.85","8,465.50","264.84M","0.91%"
"07-07-2017","8,479.45","8,480.15","8,494.35","8,457.25","1.10B","-0.03%"
"06-07-2017","8,481.75","8,470.25","8,506.15","8,463.55","1.03B","0.36%"
"05-07-2017","8,451.50","8,419.40","8,456.40","8,412.40","971.20M","0.49%"
"04-07-2017","8,410.70","8,442.90","8,450.80","8,394.80","934.76M","-0.07%"
"03-07-2017","8,416.40","8,380.00","8,423.45","8,348.40","913.30M","1.02%"
"30-06-2017","8,331.60","8,280.10","8,343.80","8,250.30","1.12B","0.37%"
"29-06-2017","8,301.10","8,308.40","8,352.95","8,292.75","1.51B","0.26%"
"28-06-2017","8,279.70","8,286.70","8,303.10","8,249.10","1.01B","-0.07%"
"27-06-2017","8,285.50","8,372.35","8,382.15","8,249.50","1.18B","-0.83%"
"23-06-2017","8,355.10","8,435.60","8,438.35","8,332.70","1.16B","-0.82%"
"22-06-2017","8,423.85","8,455.90","8,496.00","8,412.10","1.22B","-0.23%"
"21-06-2017","8,443.60","8,451.55","8,454.95","8,424.05","917.60M","-0.12%"
"20-06-2017","8,454.00","8,467.30","8,475.90","8,444.75","768.61M","0.01%"
"19-06-2017","8,453.10","8,446.95","8,467.45","8,428.70","687.27M","0.50%"
"16-06-2017","8,411.45","8,416.55","8,440.95","8,392.20","1.02B","0.13%"
"15-06-2017","8,400.20","8,420.85","8,427.70","8,383.55","1.01B","-0.24%"
"14-06-2017","8,420.80","8,421.05","8,424.95","8,381.10","938.12M","0.15%"
"13-06-2017","8,408.00","8,415.75","8,448.50","8,396.70","885.82M","-0.01%"
"12-06-2017","8,408.70","8,439.00","8,439.15","8,392.25","780.96M","-0.52%"
"09-06-2017","8,452.75","8,427.15","8,459.20","8,398.50","783.40M","0.28%"
"08-06-2017","8,429.15","8,451.75","8,456.85","8,415.55","737.19M","-0.03%"
"07-06-2017","8,431.50","8,420.10","8,442.00","8,400.20","798.78M","0.41%"
"06-06-2017","8,397.20","8,457.45","8,460.50","8,383.75","774.63M","-0.46%"
"05-06-2017","8,435.75","8,418.65","8,448.30","8,404.50","817.89M","0.35%"
"02-06-2017","8,406.55","8,403.95","8,416.85","8,385.10","1.21B","0.47%"
"01-06-2017","8,367.15","8,343.85","8,374.65","8,338.05","922.03M","0.19%"
"31-05-2017","8,350.95","8,344.25","8,369.10","8,330.20","1.57B","0.26%"
"30-05-2017","8,328.95","8,286.00","8,334.35","8,262.40","1.11B","0.35%"
"29-05-2017","8,299.50","8,315.70","8,353.70","8,266.10","1.05B","-0.39%"
"26-05-2017","8,331.85","8,238.95","8,335.80","8,231.35","1.08B","1.19%"
"25-05-2017","8,233.90","8,130.70","8,240.95","8,119.15","1.37B","1.57%"
"24-05-2017","8,106.60","8,178.35","8,192.25","8,087.00","1.14B","-0.64%"
"23-05-2017","8,159.15","8,242.80","8,243.35","8,119.90","1.13B","-0.92%"
"22-05-2017","8,235.05","8,304.90","8,322.50","8,228.80","953.73M","-0.28%"
"19-05-2017","8,258.20","8,318.20","8,352.45","8,218.55","1.04B","-0.25%"
"18-05-2017","8,279.15","8,334.30","8,361.45","8,269.25","1.07B","-1.39%"
"17-05-2017","8,396.00","8,402.00","8,404.10","8,371.75","920.33M","-0.04%"
"16-05-2017","8,398.95","8,367.25","8,401.40","8,359.10","1.06B","0.57%"
"15-05-2017","8,351.30","8,329.75","8,353.70","8,322.50","975.10M","0.63%"
"12-05-2017","8,299.20","8,343.15","8,343.90","8,271.95","832.31M","-0.38%"
"11-05-2017","8,331.00","8,354.65","8,358.50","8,323.70","897.41M","0.13%"
"10-05-2017","8,320.20","8,266.65","8,325.60","8,265.05","926.17M","0.94%"
"09-05-2017","8,242.70","8,246.30","8,256.00","8,222.65","999.27M","0.20%"
"08-05-2017","8,226.10","8,216.95","8,241.25","8,206.60","879.98M","0.40%"
"05-05-2017","8,193.25","8,277.70","8,279.00","8,174.25","1.21B","-0.88%"
"04-05-2017","8,265.80","8,263.85","8,269.10","8,235.80","1.05B","0.46%"
"03-05-2017","8,227.70","8,259.55","8,260.80","8,215.40","967.97M","-0.04%"
"02-05-2017","8,231.35","8,244.70","8,260.05","8,186.00","1.03B","0.21%"
"28-04-2017","8,214.30","8,226.40","8,227.80","8,195.55","1.16B","-0.10%"
"27-04-2017","8,222.20","8,241.95","8,245.25","8,210.65","1.14B","-0.11%"
"26-04-2017","8,230.85","8,244.70","8,260.35","8,178.95","1.19B","0.17%"
"25-04-2017","8,216.70","8,183.60","8,218.90","8,167.70","1.06B","0.98%"
"24-04-2017","8,137.35","8,075.20","8,142.45","8,072.80","1.07B","0.99%"
"21-04-2017","8,057.70","8,099.95","8,106.50","8,030.45","1.08B","-0.07%"
"20-04-2017","8,063.10","8,036.25","8,069.35","8,032.55","946.94M","0.52%"
"19-04-2017","8,021.00","8,008.40","8,031.25","7,983.20","947.71M","0.22%"
"18-04-2017","8,003.15","8,065.10","8,117.20","7,995.35","1.28B","-0.49%"
"17-04-2017","8,042.60","8,044.00","8,058.00","8,017.20","1.08B","-0.03%"
"13-04-2017","8,044.90","8,080.70","8,080.70","8,040.35","812.04M","-0.42%"
"12-04-2017","8,078.85","8,115.20","8,122.55","8,028.70","1.09B","-0.35%"
"11-04-2017","8,107.10","8,056.55","8,108.45","8,050.10","1.16B","0.68%"
"10-04-2017","8,052.10","8,070.45","8,077.95","8,038.30","781.74M","0.08%"
"07-04-2017","8,045.35","8,064.05","8,100.50","8,035.00","988.92M","-0.58%"
"06-04-2017","8,092.10","8,081.50","8,096.25","8,056.35","944.83M","-0.04%"
"05-04-2017","8,095.10","8,077.85","8,100.70","8,045.75","1.07B","0.52%"
"03-04-2017","8,053.15","8,028.55","8,057.40","8,014.40","836.44M","0.73%"
"31-03-2017","7,995.05","7,975.05","8,005.75","7,971.00","1.04B","0.23%"
"30-03-2017","7,976.90","7,950.00","7,983.85","7,946.75","1.37B","0.40%"
"29-03-2017","7,945.30","7,935.65","7,950.95","7,916.80","947.16M","0.42%"
"28-03-2017","7,912.10","7,895.30","7,919.85","7,894.00","778.03M","0.60%"
"27-03-2017","7,865.30","7,899.75","7,900.60","7,847.75","809.94M","-0.51%"
"24-03-2017","7,905.30","7,900.50","7,926.85","7,894.75","953.18M","0.25%"
"23-03-2017","7,885.70","7,852.05","7,895.70","7,852.05","834.97M","0.71%"
"22-03-2017","7,830.10","7,849.65","7,861.15","7,817.65","860.63M","-1.00%"
"21-03-2017","7,909.20","7,927.50","7,933.20","7,874.50","873.92M","-0.12%"
